variable_id,mz,rt,QC_01,QC_02,QC_03,QC_04,QC_05,QC_06,QC_07,QC_08,QC_09,QC_10,QC_11,QC_12,S_001,S_002,S_003,S_004,S_005,S_006,S_007,S_008,S_009,S_010,S_011,S_012,S_013,S_014,S_015,S_016,S_017,S_018,S_019,S_020,S_021,S_022,S_023,S_024,S_025,S_026,S_027,S_028,S_029,S_030,S_031,S_032,S_033,S_034,S_035,S_036,S_037,S_038,S_039,S_040,S_041,S_042,S_043,S_044,S_045,S_046,S_047,S_048,S_049,S_050,S_051,S_052,S_053,S_054,S_055,S_056,S_057,S_058,S_059,S_060,S_061,S_062,S_063,S_064,S_065,S_066,S_068,S_069,S_070,S_071,S_072,S_073,S_074,S_075,S_076,S_077,S_078,S_079,S_080,S_081,S_082,S_083,S_084,S_085,S_086,S_087,S_088,S_089,S_090,S_091,S_092,S_093,S_094,S_095,S_096,S_097,S_098,S_099,S_100,S_101,S_102,S_103,S_104,S_105,S_106,S_107,S_108,S_109,S_110,S_111,S_112,S_113,S_114,S_115,S_116,S_117,S_118,S_119,S_120
M211T517_NEG,211.0968916313755,517.4892578125,4569234.241984383,4693791.995457017,4063835.366804691,NA,NA,4156856.743402343,4671985.197378132,NA,NA,NA,5557354.96137187,4291602.071804707,NA,NA,NA,NA,8968019.991812507,NA,10952468.315517837,NA,3406013.6191453035,32582769.916035157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7535733.213046856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5978303.786557302,9664760.155468788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8850144.72322496,NA,NA,NA,NA,NA,NA,1892169.1297617208,NA,NA,NA,NA,NA,NA,NA,NA,NA,6101387.418671884,NA,NA,NA,NA,9932012.00120119,18336401.878955293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6539817.503473547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M233T770_NEG,233.1544949783458,770.14202880859375,11467752.285479944,10807805.240816943,11622378.752930721,NA,11054982.769498609,12371024.387819042,13109787.222506829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7935043.944287863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M242T804_NEG,242.17592421162485,803.72015380859375,830402.5248000029,1073561.8215569947,511047.13910722634,753802.7117421896,NA,NA,NA,NA,NA,NA,772971.8183103518,678238.3957395821,961088.3941868823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845310.2038505898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303809.5270712243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M265T530_NEG,265.1442350953837,530.1329650878906,13601006.40462893,12299163.695853556,11356137.837273369,25302314.44842049,NA,10765474.337968752,9603964.735234369,NA,NA,11265194.519062515,NA,NA,NA,NA,NA,NA,40192784.20981034,NA,31199447.54226428,NA,20347729.212053545,18976745.634534325,NA,NA,NA,NA,NA,NA,30399143.45522948,17150002.938725084,NA,13420422.785688585,34980485.11150517,14341006.450479832,NA,10795548.224999992,NA,18703206.965494845,NA,NA,NA,NA,NA,16741073.109458292,13047304.573046854,NA,NA,NA,15965148.32196612,NA,NA,NA,NA,6484282.158125007,9429081.696707629,NA,NA,NA,23922561.103617214,55699756.21424996,11252210.382187476,NA,NA,45946855.14657892,NA,NA,NA,NA,NA,12962838.663394922,NA,11073706.90027606,7418553.223794641,21250062.254020195,NA,NA,NA,10733967.754171886,NA,6215453.2936471505,NA,25816473.751605533,NA,8972112.98328519,NA,NA,NA,NA,3598978.5575690046,NA,6138148.073308623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8331322.279988238,NA,NA,NA,NA,NA,NA,23972937.109094843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17210812.518967062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M266T100_NEG,266.089243131939,99.62517929077148,1644415.1713837495,2559872.632025519,2030491.6742339276,1961142.0290000036,2447431.6041173604,2593120.340832589,2506175.386125893,NA,2440129.407331597,3000694.6512256907,2408809.641903212,2394511.4616531255,NA,3866564.5182865253,NA,NA,6575313.189165037,12494769.831843741,NA,NA,NA,NA,NA,NA,NA,6175812.099245154,NA,NA,1915939.5161375,NA,NA,NA,NA,3570178.1880156198,NA,1477569.8583441405,NA,NA,NA,NA,NA,NA,NA,3323705.9686552715,NA,NA,NA,NA,NA,NA,NA,1571578.8114698008,NA,NA,NA,NA,NA,NA,NA,2072611.1827062492,NA,NA,NA,NA,NA,NA,NA,NA,NA,4391451.533831382,9000654.77818421,NA,NA,15602924.573218744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2519508.382973697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6777288.088812493,NA,NA,NA,NA,NA,NA,10860181.371627776,NA,NA,NA,NA,NA,NA,6969046.600758396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M271T85_NEG,270.7994206973036,85.47460174560547,772609.0076383679,NA,NA,NA,NA,915528.0731187512,931319.6107624995,NA,NA,865893.3059589837,1039772.4668843745,1371147.3365574218,NA,19729072.900986712,NA,NA,NA,NA,NA,NA,NA,NA,2490705.002577342,NA,NA,NA,1089040.6196920332,15394797.833266674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346907.860465625,2356987.389406476,NA,NA,NA,2059057.073069532,NA,NA,NA,NA,NA,NA,1245857.281034879,NA,926013.5030095695,NA,3675636.6845973185,NA,NA,NA,NA,NA,NA,NA,476355.7393874993,15235241.911799995,NA,NA,2415596.343030933,NA,814700.810304362,NA,NA,NA,NA,6946062.5416269535,710510.8004274995,NA,NA,NA,NA,NA,NA,4359499.954397952,NA,NA,1259269.7601515627,NA,NA,NA,16980622.659247927,NA,NA,NA,1600961.860885379,NA,NA,659301.3259916677,NA,3126084.3683437556,NA,NA,NA,NA,10527821.858683586,NA,1146941.5721393223,NA,NA,NA,15617685.080628464,NA,NA,1103225.6061225012,NA,NA,NA,NA,NA,NA,1103171.8021394867,474500.9183318741,NA,3725789.734289583,NA,6971684.066648434,NA,NA,NA,NA,1114758.2147628109,987019.5330193762
M271T762_NEG,271.2277749027505,762.3309326171875,13410018.426775858,NA,NA,6460506.3774548415,NA,5028582.817933591,8330231.921795541,NA,2523220.0013035657,5625111.748080899,8033823.631583351,8014757.000857222,NA,NA,NA,NA,NA,NA,1519689.3514296892,NA,NA,2182787.8208125005,NA,NA,NA,NA,NA,NA,1712538.0527571598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955997.01102976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1454242.826322118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220586.2343984414,700622.6988880223,NA,NA,NA,NA,NA,NA,1511670.708069711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096718.7189445314,1174136.4419230777,NA,990277.2793719983,NA,1255163.9821640693,NA,1151781.1826367243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M282T98_NEG,282.0843494775441,97.70458984375,1661884.4463407537,NA,NA,NA,1830920.3944001966,1912941.279116753,2073162.7208718762,1904535.4469185537,2855615.207042501,2038147.6778566397,NA,2119037.4464093763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2474674.1835208097,NA,NA,NA,5317049.236862154,NA,NA,NA,NA,NA,NA,NA,NA,2087727.400401786,NA,2134433.016424571,NA,NA,NA,2265216.4155234364,NA,NA,NA,1644229.1462844252,NA,NA,NA,1503809.7118523421,NA,NA,NA,2553692.7024492174,285596.5034122659,NA,4373649.61209375,NA,NA,NA,NA,NA,NA,3468979.4100199197,NA,NA,NA,15153371.745400002,NA,NA,NA,NA,7053870.727148435,1509427.3284466793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8821594.786335303,NA,NA,NA,NA,NA,9231694.605831558,9093922.924298752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M287T110_NEG,287.0777257643194,109.81360510253907,NA,6422206.430597356,6055130.199114482,6287691.117712501,5839035.633794532,6078505.734872395,6060181.11851074,NA,NA,6965174.633901365,6526793.630023273,7138403.216015627,NA,NA,NA,NA,17627392.848187488,15530456.499333339,NA,NA,4239825.971852433,3961342.5536015616,NA,NA,NA,3816822.8461517836,2596032.7211562498,NA,9258202.833953124,NA,1881902.7892792972,NA,6670874.939953127,4423985.374553486,699975.046575,6101760.74683761,NA,5333461.799124134,2163887.2390494808,NA,NA,NA,NA,7041100.081808032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765875.188181152,NA,8056200.656927283,NA,10512900.944754267,7345286.209339191,NA,5004357.48996875,2211964.498175224,NA,NA,4972370.5893749995,NA,NA,NA,1782894.3718125005,NA,NA,2349112.3336394522,6867074.014933334,2149688.2260468756,4834040.234867898,1301521.1801593734,1625442.2855015623,NA,NA,NA,NA,2727967.7765838075,1434460.671728517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8166953.300566407,NA,NA,NA,NA,NA,NA,2859336.938956248,NA,NA,NA,NA,3540637.5973993414,NA,7188484.668269524,2801001.71445419,NA,28124511.33275184,NA,NA,1550633.0737065978,NA,NA,NA,7592353.818134763,NA,6079448.948850002,14978822.179013673,NA,1197232.791463542,NA,NA,NA,NA,NA,NA,1903558.085859373
M289T85_NEG,288.7694533404236,85.080413818359375,1114208.5785971866,1390608.2299546893,1282235.5131421862,1360527.639449062,1518355.280569532,1783199.0958921858,1143290.2407909385,NA,NA,1384887.1646582019,1283133.3560284353,1195674.4709617188,NA,1071851.9375106264,NA,NA,NA,NA,NA,NA,NA,NA,2113945.5544956475,NA,NA,NA,1176812.5431678146,NA,NA,NA,NA,1354248.7171150385,NA,NA,NA,NA,NA,NA,2059305.3183033476,NA,1599935.982823179,1051102.0678171876,NA,NA,NA,NA,NA,NA,NA,NA,NA,1157789.8039125004,415880.6671941413,607361.7027131246,NA,3608148.2471628366,NA,1531299.3220749986,NA,NA,NA,NA,NA,1022674.2429971361,1960846.9672492202,NA,NA,NA,NA,NA,2838627.524087764,2415870.6406739573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988157.7333381672,NA,NA,NA,494425.0622135413,2792545.6139911497,NA,NA,962252.5321718747,818506.8342242191,NA,NA,NA,NA,NA,NA,3624345.001565234,NA,NA,1253064.6789631264,NA,NA,NA,NA,NA,NA,1778401.4418699804,NA,NA,NA,NA,1539550.674657188,NA,NA,854943.5160918739,561088.8542628896,NA,NA
M289T360_NEG,289.07197973257075,359.5228729248047,41803750.49010396,37448741.14441146,26068866.45234291,19552467.0595894,8976520.754855867,4656624.436254818,3040056.4435178563,NA,NA,NA,23253146.77917969,9081399.916230483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4620172.594614562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M295T502_NEG,295.1554448246293,501.74180603027344,2456457.0725277825,NA,NA,NA,NA,NA,NA,NA,NA,NA,3057428.264583981,NA,3271381.624999998,4134154.117093755,2544612.333739586,NA,NA,NA,7897944.498495369,1852337.4937265578,3546375.878621079,NA,3237899.404124995,4710949.5180963585,2871872.3643789114,NA,5035627.091395319,2829747.4577226564,NA,4508268.399837231,6598933.96854219,NA,NA,2858437.7705772077,1895934.7987734417,NA,1319989.1725195313,NA,3500053.4314466123,1436209.0677949213,3122678.3337285095,1793038.167921878,4820042.554403144,NA,NA,NA,NA,NA,NA,621267.473278909,NA,NA,1455911.9810302758,2617025.3181054653,NA,NA,NA,1457874.6324820316,NA,NA,3555992.3283599257,NA,5256698.0468437495,4710735.513039063,4941484.5222170735,NA,NA,3553631.345411002,NA,5921704.751187491,6923291.231549118,4316670.968945312,2096914.0430729238,5636117.470283838,7292447.915178305,10180387.204021877,NA,NA,NA,NA,NA,NA,NA,NA,NA,2324360.7188085965,2472343.3575660493,NA,1735058.3310960473,6072662.559842444,5747147.822109372,NA,NA,2649225.2135937517,NA,NA,3535431.7560949475,2644201.8274902343,1303084.3056054653,NA,NA,4159933.4183171866,4129773.8479382256,1713340.9075897564,NA,1536935.9494273926,NA,NA,8011167.68380441,2136757.2966468725,NA,NA,2405986.0219000005,950992.6932779938,NA,763761.4975538175,809783.8255094844,NA,6064956.437552084,2901968.2687499984,1949963.7595807337,NA,1371514.3207265604,NA,5493165.299375014,NA,NA,NA,1975621.4533426345,NA,NA
M303T85_NEG,302.74643232859415,84.83799743652344,NA,2010135.8285075028,1937391.9907352661,2280668.1780677116,NA,2510660.3956562495,2724199.597853645,NA,NA,1896401.0035556913,2292018.310266128,1724043.4976149977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2823184.1108837198,NA,NA,NA,2336953.3060947536,NA,NA,NA,NA,2901476.1250218735,NA,NA,NA,NA,916223.6668715612,NA,2430844.399091852,732440.8863031251,2072753.708115234,914609.6170765626,NA,NA,1835991.7979286488,NA,NA,NA,NA,NA,NA,2042323.5006625007,816661.902591017,NA,NA,3754985.935661453,NA,1435232.1491374986,NA,NA,NA,NA,1140201.696868283,NA,NA,1557591.050279948,NA,NA,NA,NA,4048940.29627083,2078518.8716062491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1641977.4216053383,NA,NA,NA,NA,NA,NA,NA,3675509.1802601526,NA,NA,NA,NA,3197501.75598298,NA,NA,1921581.7877859354,2932813.269466666,NA,NA,NA,NA,804368.4161291571,NA,NA,NA,NA,2169911.2123602554,NA,NA,NA,NA,NA,NA,3505735.235161278,NA,NA,3271091.9719999996,NA,NA,NA,NA,NA,1004196.727678592,NA,NA
M305T85_NEG,304.7435320138043,84.83799743652344,1384074.6410585926,1568564.541201954,1699153.6941703109,1276040.8490456278,1630948.6065726564,1756083.5638124985,NA,NA,NA,1621056.1140605456,1403110.4489459351,1180838.6295199983,832566.5223778642,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944872.7309810268,970645.3418001311,NA,NA,1282968.5024998712,NA,NA,NA,497837.49084234383,1627415.864173046,NA,NA,NA,NA,NA,NA,1519576.5808931256,NA,1594980.9186640645,732891.3442312501,NA,NA,1618987.4178277906,728198.198928906,NA,NA,NA,NA,NA,NA,NA,900394.0943421867,NA,2775281.755066073,NA,904352.8422299991,NA,NA,NA,NA,NA,1583735.3408378914,NA,NA,NA,NA,NA,NA,2018253.777264716,NA,NA,NA,NA,416838.7462048434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2492332.9544752603,NA,NA,721297.4994710168,NA,2092143.6572367218,NA,NA,1092726.3470474998,1718426.0537675233,NA,NA,NA,NA,281726.23502558586,NA,NA,NA,NA,1553431.517100587,NA,NA,NA,NA,NA,NA,2611099.9253324536,708460.0997039068,NA,NA,NA,NA,NA,NA,NA,840022.9899288266,1541695.0438728104,NA
M305T603_NEG,305.17623818787,603.23956298828125,3996774.5025999886,4355419.627252606,4182317.938099887,4334016.990205933,3699953.548742213,4284835.92037404,4622960.38855666,7506004.3816148825,9092110.176984372,4889720.636734386,4758283.815359401,5966884.353905041,2795218.433316639,6976497.297037286,NA,13716511.978103723,NA,NA,NA,9991550.65277356,2574167.2264648383,3956560.014189381,7237919.146568775,2994582.6371835936,1920429.3293470966,7518343.25589095,NA,1789244.3254382908,5990688.7073750105,2994860.924179684,NA,3598587.3415781283,2775949.235676265,2884616.3268660256,NA,2425135.9797608894,1169495.9407773407,16919668.568000015,13373096.87563852,NA,4046022.740709132,1582195.2470683719,NA,3421709.9055141155,4585881.137353012,58247754.18102002,NA,NA,3672347.332521303,NA,540511.9095103072,4277972.078311344,NA,3361983.167057475,4067974.7597456914,1565085.794166673,NA,6270234.379423562,2291694.500081252,NA,NA,NA,NA,2208711.9625372807,NA,4354757.31570376,NA,NA,NA,NA,NA,2249541.3727799566,3711588.236342913,3579409.822436487,NA,4708633.681937511,1049542.811291319,NA,NA,NA,NA,NA,2061126.392871094,1690083.1962053587,2580171.325409128,NA,NA,7696898.0905153565,NA,11111094.448441973,NA,10939313.676513718,NA,10236002.507514259,6280850.492253124,NA,3489322.3935937556,2668938.640528256,13857191.544573288,2553918.8344147867,NA,2495033.1243003993,6943592.754785166,2442476.684541012,3320333.9309583567,2600534.9734916515,62941512.50299639,1202821.942089843,NA,5404243.123411585,4998271.778708246,NA,NA,NA,6221515.0921394965,NA,NA,2830986.8511960106,NA,NA,4193272.404015056,3652030.5451451764,1483446.2191962902,1369587.0255043418,2732179.0335117243,NA,NA,NA,2130431.1112109404,3575905.4417135348,4285133.853740117
M307T602_NEG,307.1915175461022,602.486083984375,5493120.289578903,5589855.8401734205,5614460.457701949,5077643.143457806,6362406.274147158,6267591.800682827,6325991.2688157745,13769481.787779896,15143370.118361058,9538705.426388675,10141253.165053913,5930733.925851561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4858453.021988972,NA,NA,NA,NA,2089093.1119574802,19688918.233623326,13335426.794045383,NA,NA,NA,NA,NA,5482368.095213546,86205616.00210534,NA,NA,7436081.883441403,NA,NA,6259239.584331989,NA,NA,NA,NA,NA,NA,NA,NA,6336108.822578139,2979553.760951174,NA,3759785.466989063,NA,NA,NA,6509763.75602613,NA,NA,NA,NA,NA,NA,NA,8014330.727210163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6348122.630885226,13585900.470302256,NA,20626242.010420967,39020532.375647835,18377164.986341182,39371146.66571695,11438298.391132826,5404382.336338909,3548837.792109372,16994363.103791997,NA,NA,NA,NA,NA,NA,10498199.021886474,90171381.75498293,NA,NA,NA,5487245.832712522,NA,NA,NA,NA,1827948.3769433687,1424751.7258300825,NA,NA,NA,NA,NA,NA,NA,9151702.959923394,33639508.76224488,NA,30282639.90281051,2064184.1474058495,20146761.784352425,6404057.782422854
M307T932_NEG,307.22733520754394,931.92791748046875,NA,NA,637130.08755704,NA,NA,528929.8478398393,NA,NA,459460.437131249,500599.02418124594,405728.24045624875,564385.8849703119,NA,NA,369516.2366162113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272272.0251643874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708920.2250539078,NA,1804944.1503103427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347444.90710351535,NA,NA,NA,NA,NA,537184.6814732157,1555257.079186205,NA,NA,NA,NA,NA,NA,704167.6569414085,NA,NA,NA
M308T602_NEG,308.1948397520073,602.48193359375,NA,NA,NA,NA,1271033.4890088479,1201468.425110159,1224660.2220875083,2596634.8463823576,3087465.980329473,952689.8080200895,1162304.9373783031,1020188.8453893238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4413699.801247075,NA,NA,NA,NA,NA,NA,1119371.7403963907,12541767.054196602,NA,NA,1324376.7974482472,NA,NA,1310759.9078320267,NA,NA,NA,NA,NA,NA,NA,502173.1644429256,919160.6021651848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3733838.3810478635,7286323.557698161,3106865.4350475813,4743988.947762687,2023346.9419453114,NA,683312.666099827,3092291.454711914,NA,NA,NA,NA,NA,NA,1171853.6180971684,14881639.25526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662113.1690033772,4631599.314328715,NA,NA,465254.8954615227,2821918.311598478,1326014.8649951175
M312T74_NEG,311.9718752206385,73.63370513916016,4275806.051377121,3355986.328478232,NA,4701262.425217972,6006421.7731665475,4170725.2012475063,4500572.85306663,9279682.989117188,7910844.511984142,5613869.609601116,5316453.715691966,5003784.1115042465,6348942.091846237,6332538.940792301,NA,NA,2243496.996364846,NA,3674852.542399552,NA,4453715.905234896,7080432.552840937,5280269.833799992,5258469.914330361,NA,NA,4086908.052882367,9291936.644168891,2411999.7436199985,10218484.934600418,NA,4608684.299537498,5486100.868830422,2786797.172433036,6841283.838522571,4616553.516012499,1156475.8168390626,7618616.8195359465,3559497.3718755245,2765983.117218751,5006749.27871161,6159088.2703443365,NA,4027275.37727666,3965449.464218749,6501135.0754036205,NA,5295736.188201338,6578203.869505075,NA,NA,6142870.512180986,NA,2088082.014579687,3619705.268931026,NA,1915594.9440356244,NA,NA,9557192.847276082,4570356.608981322,7930726.333224226,5613800.821704423,5705013.42442754,4549896.686110414,NA,1511066.2395450007,8874196.894171095,1789452.2493661449,6627703.23808594,7498906.0827578055,3622472.3887,6330206.611750003,NA,7808961.502275,6268825.772477869,5123019.337952932,3893777.692710416,NA,4919958.865822917,2524008.2946898444,2179484.7806861596,4166432.82538252,5728931.356600258,7093232.537741756,5855633.80241719,6288765.7451171875,6842337.139160156,3610371.8261229936,7423931.783868753,8988572.488577168,8096196.924756642,3997685.526969924,6318627.202387927,6465399.879659424,NA,NA,NA,2235242.590359064,3380880.964469603,6949719.720569616,6632337.598696354,NA,6339397.28787291,10401281.378117314,2495976.3670910737,7163603.760456153,2648062.688935547,7296725.521971877,9700260.872416452,3358033.667435494,3313964.096019644,1360385.445991093,3880830.1077026743,NA,2248579.3851734404,7940828.315368302,6813083.99873438,1162211.2988786723,4310635.109967383,3839873.257314733,NA,3397492.0639340663,NA,9690909.667293742,8357860.1649550805,NA,NA,NA,9525055.295672745,8947005.014187504
M316T521_NEG,316.08255233656246,521.48583984375,NA,390509.3376713136,422969.24060625216,NA,NA,NA,301210.8004898443,NA,NA,362027.4871523429,375038.0485546872,412507.0676043523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130057.8068402843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176918.0157910142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656581.9401044882,NA,NA,NA,NA,NA,NA,NA,NA,219228.10449999658,NA,NA,NA,NA,NA,NA,514098.0801766143,6046550.003559374,NA,5147344.237007811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17186528.210640643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742797.4417747373,NA,NA,NA,1818380.2585488304,943052.9371205376
M319T85_NEG,318.7202744006664,84.97802734375,975154.3271224992,1155441.104203439,1015163.2815703115,NA,NA,NA,897714.6916500009,NA,NA,906787.5030134369,801484.1109835925,733845.811607499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971537.0565412943,NA,NA,NA,NA,1408205.705676562,NA,NA,NA,NA,NA,NA,701181.5219250004,NA,NA,NA,NA,NA,2992547.4052885463,NA,NA,NA,NA,NA,NA,1190919.9050031253,NA,NA,NA,992828.2272567179,NA,NA,NA,NA,NA,NA,502938.294511407,2287087.4060969246,NA,NA,NA,NA,NA,NA,NA,775282.4297128133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1749200.4463582567,NA,NA,NA,NA,1238940.9475506528,NA,NA,NA,2428442.398866666,NA,NA,NA,NA,NA,NA,NA,NA,NA,1082594.4535437513,NA,NA,NA,NA,NA,NA,1980609.4028378937,NA,NA,NA,NA,NA,NA,NA,NA,675274.6233411707,2204853.2082882817,NA
